Character,Reading
年,nián nìng
幵,jiān qiān
幷,bìng bīng
幸,xìng niè
幹,gàn gān hán guǎn
幺,yāo mì
幻,huàn
幼,yòu yào
幽,yōu
幾,jī jǐ jì qí
广,yǎn ān guǎng
庀,pǐ
庁,tīng
庄,péng zhuāng
庇,bì pí pǐ
庈,qín
庉,dùn tún
庋,guǐ guì
庌,yǎ yá
庍,bài xìn tīng
庎,jiè
序,xù
底,dǐ de
庖,páo
店,diàn
庘,yā
庚,gēng
庛,cì
府,fǔ
庝,tóng
庠,xiáng
庡,yǐ
庢,zhì
庣,tiāo
庤,zhì
庥,xiū
度,dù duó zhái
座,zuò
庨,xiāo
庩,tú
庪,guǐ
庫,kù
庬,máng méng
庭,tíng
庮,yǒu yóu
庯,bū
庰,bìng bǐng
庱,chěng
庲,lái
庳,bì pí
庴,jí jī
庵,ān yǎn è
庶,zhù shù zhē
康,kāng kàng
庸,yōng yóng
庹,tuǒ
庾,yǔ yú
廁,cè cì zè si
廂,xiāng
廅,è
廆,huì guī wěi
廇,liù
廈,shà xià
廉,lián
廊,láng
廋,sōu
廎,qǐng qìng qīng
廏,jiù
廑,jǐn qín
廒,áo
廓,kuò
廔,lóu
廕,yìn
廖,liáo liào
廗,dài
廘,lù
廙,yì
廚,chú
廛,chán
廜,tú
廝,sī
廞,xīn qiàn
廟,miào
廠,chǎng
廡,wǔ wú
廢,fèi
廣,guǎng guàng kuàng guāng
廥,kuài
廦,bì
廧,qiáng sè
廨,xiè
廩,lǐn lǎn
廫,liáo
廬,lú lǘ
廮,yǐng
廯,xiān
廱,yōng
廲,lí
廳,tīng
廴,yǐn yìn
延,yán
廷,tíng
建,jiàn
廼,nǎi
廾,gǒng
廿,niàn
弁,biàn pán
异,yì yí
弄,nòng lòng
弅,fèn
弆,jǔ qǔ
弇,yǎn yān nán
弈,yì
弊,bì
弋,yì
式,shì tè
弑,shì
弓,gōng
弔,diào dì
引,yǐn
弖,hù
弗,fú
弘,hóng
弙,wū
弛,chí
弜,jiàng
弝,bà
弞,shěn
弟,dì tì tuí
弡,jué zhāng
弢,tāo
弣,fǔ
弤,dǐ
弦,xián
弧,hú
弨,chāo
弩,nǔ
弫,zhěn
弬,yí
弭,mǐ
弮,quān juàn
弰,shāo
弱,ruò
弲,xuān yuān
弳,jìng
弴,diāo
張,zhāng zhàng
弶,jiàng
弸,péng pēng
强,qiáng qiǎng jiàng
弼,bì
弿,jiǎn
彀,gòu kōu
彃,bì
彄,kōu
彆,biè
彇,xiāo
彈,dàn tán
彊,qiáng qiǎng jiàng jiāng
彋,hóng
彌,mí mǐ ní
彍,guō
彎,wān
彏,jué
彐,jì
彔,lù
彖,tuàn shǐ
彗,huì suì
彘,zhì
彙,huì
彝,yí
彡,shān xiǎn
形,xíng
彣,wén
彤,tóng
彦,yàn pán
彧,yù
彩,cǎi
彪,biāo
彫,diāo
彬,bīn bān
彭,péng páng bāng pēng
彮,yǒng
彯,piǎo piào miǎo
彰,zhāng
影,yǐng
彳,chì fú
彴,zhuó bó
彵,tuǒ yí
彶,jí
彷,fǎng fáng páng
彸,zhōng
役,yì
彺,wáng
彼,bǐ
彽,dī
彾,líng lǐng
彿,fú
往,wǎng wàng
征,zhēng
徂,cú
待,dài dāi
徆,xī
徇,xùn
很,hěn
徉,yáng
徊,huí huái
律,lǜ
後,hòu
徍,wǎng wā
徎,chěng zhèng
徐,xú
徑,jìng jīng
徒,tú
徖,cóng
得,dé děi de
徘,pái
徙,xǐ sī
徛,jì
徜,cháng
徝,zhì
從,cóng zòng zōng cōng zǒng
徟,zhōu
徠,lái lài
御,yù yà
徢,xiè
徥,shì tǐ
徦,jiǎ xiá
徧,biàn pián piān
徨,huáng
復,fù
循,xún
徫,wěi
徬,bàng páng
徭,yáo
微,wēi
徯,xī xí
徲,tí chí
徵,zhēng zhǐ chéng
徶,bié
德,dé
徸,chōng zhōng zhǒng
徹,chè
徻,huì
徼,jiào jiǎo jiāo yāo
徽,huī
徾,méi
徿,lòng lǒng
忀,xiāng rǎng
忂,qú jù
心,xīn
必,bì
忇,lè
忈,rén
忉,dāo
忊,dìng tìng
忋,gǎi
忌,jì
忍,rěn rèn
忏,qiǎn qiān chàn
忐,tǎn kěng
忑,tè dǎo
忒,tè tuī
忓,gān hàn
忔,qì yì
忕,shì tài
忖,cǔn
志,zhì
忘,wàng
忙,máng
忚,xī liě
忝,tiǎn
忞,mín wěn
忟,wěn
忠,zhōng
忡,chōng
忤,wǔ wù
忥,xì
忦,jiá
忧,yòu yōu
忨,wán
忪,zhōng sōng
快,kuài
忬,yù shū
忭,biàn
忮,zhì qí
忯,qí shì
忱,chén dàn
忲,tài
忳,tún zhūn dùn
忴,qián qín
念,niàn
忶,hún
忸,niǔ
忹,kuáng wǎng
忺,xiān
忻,xīn
忼,kāng hāng hàng
忽,hū
忾,qì kài
忿,fèn
怀,fù huái
怇,jù
怉,bǎo bào
怊,chāo
怋,mín mén
怌,pēi
怍,zuò zhà
怎,zěn
怏,yàng yāng
怐,jù kòu
怑,bàn
怒,nù
怓,náo niú
怔,zhēng
怕,pà bó
怖,bù
怗,tiē zhān
怘,hù gù
怙,hù
怚,jù qū cū zū
怛,dá dàn
怜,líng lián lǐng
思,sī sāi
怞,chóu yòu
怟,dì
怠,dài yí
怡,yí
怢,tū dié tuì
怤,fū
急,jí
怦,pēng
性,xìng
怨,yuàn yùn
怩,ní
怪,guài
怫,fú fèi bèi
怬,xì
怭,bì
怮,yōu yào
怯,qiè
怰,xuàn
怱,cōng
怲,bǐng
怳,huǎng
怴,xù xuè
怵,chù xù
怶,bì pī
怷,shù
怸,xī
怹,tān
恀,shì
恁,rèn nín nèn
恂,xún shùn
恃,shì zhì
恄,xì
恅,lǎo
恆,héng gèng
恇,kuāng
恈,móu
恉,zhǐ
恊,xié
恌,tiāo yáo
恍,huǎng guāng
恎,dié
恏,hào
恐,kǒng
恑,guǐ wéi
恓,qī xù
恔,jiǎo xiào
恕,shù
恗,hū kuā
恘,qiū
恙,yàng
恚,huì
恛,huí
恜,chì
恝,jiá qì
恞,yí
恟,xiōng
恢,huī
恣,zì
恤,xù
恥,chǐ
恦,shàng
恧,nǜ
恨,hèn
恩,ēn
恪,kè
恫,tōng dòng
恬,tián
恭,gōng
恮,quān zhuān
息,xī
恰,qià
恲,pēng
恾,máng
恿,yǒng tōng
悀,yǒng
悁,yuān juàn
悂,pī bī pǐ
悃,kǔn
悄,qiǎo qiào qiāo
悆,yù shū
悇,tú yú
悈,jiè kè
悉,xī
悊,zhé
悌,tì
悍,hàn
悎,hào jiào
悐,tì
悒,yì
悓,qiàn
悔,huǐ
悕,xī
悖,bèi běi
悗,mán mèn
悘,yī yì
悙,hēng hèng
悚,sǒng
悛,quān xún
悜,chěng
悝,kuī
悞,wù
悟,wù
悠,yōu
悢,liàng lǎng
患,huàn
悤,cōng
悦,yuè
您,nín
悰,cóng
悱,fěi
悲,bēi
悴,cuì
悵,chàng
悶,mèn mēn
悷,sàn tàn
悸,jì
悹,guàn
悻,xìng
悼,dào
悽,qī qì
悾,kōng kǒng
悿,tiǎn
惀,lún lùn
惁,xī
惂,kǎn
惃,gǔn
惄,nì
情,qíng
惆,chóu qiū dāo
惇,dūn
惈,guǒ
惉,zhān
惊,liáng jīng
惋,lì
惌,yuān wǎn yù
惍,jīn
惎,jì
惏,lán lín
惐,yù xù
惑,huò
惓,juàn quán
惔,tán dàn
惕,tì
惗,niè
惘,wǎng
惙,chuò chuì
惚,hū
惛,hūn hǔn mèn
惜,xī
惝,chǎng tǎng
惞,xīn
惟,wéi wěi
惠,huì
惡,è wù wū ě hū
惢,suǒ ruǐ
惤,jiān
惦,diàn
惰,duò tuó
惱,nǎo
惲,yùn
想,xiǎng
惴,zhuì chuǎn guà
惵,dié tiē
惶,huáng
惷,chǔn
惸,qióng
惹,rě ruò
惺,xīng
惻,cè
惼,biǎn
惽,hūn
惾,zōng
惿,tí shì
愀,qiǎo qiù
愁,chóu qiǎo jiū
愃,xuān
愄,wēi
愅,gé
愆,qiān
愇,wěi
愈,yù
愉,yú tōu yǔ
愊,bì
愋,xuān
愌,huàn
愍,mǐn fēn
愎,bì
意,yì yī
愐,miǎn
愒,qì kài hè
愓,dàng shāng táng yáng
愔,yīn
愕,è
愖,chén dān xìn
愗,mào
愘,qià qiā kè
愚,yú
愛,ài
愜,qiè
愝,yǎn
感,gǎn hàn
愠,yùn yǔn wěn
愢,sāi sī sǐ
愧,kuì
愨,què
愩,gōng gòng hǒng
愪,yún
愫,sù
愬,sù sè
愭,qí
愮,yáo yào
愯,sǒng
愰,huàng huǎng
愲,gǔ
愴,chuàng chuǎng
愶,xié
愷,kǎi
愺,cǎo
愻,xùn
愾,xì kài qì
愿,yuàn
慀,xì xié
慁,hùn
慂,yǒng
慃,yǎng
慄,lì
慅,sāo cǎo
慆,tāo
慇,yīn
慈,cí
慉,xù chù
慊,xián qiǎn qiè
態,tài
慌,huāng huǎng huang
慎,shèn zhèn
慏,mǐng
慒,cóng cáo
慓,piào
慔,mù
慕,mù
慖,guó
慗,chì
慘,cǎn
慙,cán
慛,cuī
慜,mǐn
慝,tè nì
慞,zhāng
慟,tòng
慠,ào áo
慡,shuǎng
慢,màn mán
慣,guàn
慥,zào cào
慦,jiù
慧,huì
慨,kǎi
慪,ōu òu
慫,sǒng
慬,qín jìn jǐn
慮,lǜ lǘ
慯,shāng
慰,wèi
慱,tuán
慲,mán
慳,qiān xiǎn
慴,shè zhé
慵,yōng
慶,qìng qīng qiāng
慷,kāng
慸,dì chì
慹,zhí zhé
慺,lóu lǚ
慻,juàn
慼,qī
慾,yù
憀,liáo
憁,còng sōng
憂,yōu
憃,chōng
憄,zhì
憈,qū
憉,péng
憊,bèi
憋,biē
憌,qióng
憍,jiāo
憎,zēng
憏,chì
憐,lián
憑,píng
憒,kuì
憔,qiáo
憕,chéng zhèng dèng
憖,yìn xìn yín
憘,xǐ xī
憙,xǐ
憚,dàn dá chǎn
憛,tán
憝,duì
憞,duì dùn tūn
憟,sù
憡,cè
憢,xiāo jiāo
憣,fān
憤,fèn
憥,láo
憦,lào láo
憧,chōng zhuàng
憨,hān
憩,qì
憪,xián xiàn
憫,mǐn
憬,jǐng
憭,liǎo liáo
憮,wǔ wú
憯,cǎn
憰,jué
憱,cù
憲,xiàn xiǎn
憳,tǎn
憴,shéng
憵,pī
憶,yì
憷,chǔ chù
憸,xiān
憹,náo nóng náng nǎo
憺,dàn
憼,jǐng jìng
憽,sōng
憾,hàn dàn
憿,jiǎo jī
懀,wèi
懁,xuān huān
懂,dǒng
懃,qín
懄,qín
懅,jù
懆,cǎo sāo sào
懇,kěn
懈,xiè
應,yīng yìng
懊,ào yù
懋,mào
懌,yì
懎,sè
懏,jùn
懔,lǐn lǎn
懕,yān yàn yè
懖,kuò
懗,xià
懘,chì
懚,yìn
懛,dāi
懜,mèng méng měng
懝,ài nì nǐ
懞,méng měng
懟,duì
懠,qí jì jī
懢,lán xiàn
懣,mèn
懤,chóu
懥,zhì
懦,nuò
懨,chú
懩,yǎng
懪,bó
懫,zhì
懬,kuàng
懭,kuǎng
懮,yǒu yōu
懯,fū
懰,liú liǔ
懱,miè
懲,chéng
懵,měng mèng
懶,lǎn lài
懷,huái
懸,xuán
懹,ràng
懺,chàn
懻,jì
懼,jù
懽,huān guàn
懾,shè
懿,yì yī
戀,liàn
戁,nǎn
戂,mí mó
戃,tǎng
戄,jué
戇,zhuàng gàng
戈,gē
戉,yuè
戊,wù
戌,xū qu
戍,shù
戎,róng rēng
成,chéng
我,wǒ
戒,jiè
戓,gē
戔,cán jiān
戕,qiāng zāng
或,yù huò
戙,dòng
戚,qī cù
戛,jiá
戜,dié
戟,jǐ
戠,zhī zhí
戡,kān zhěn
戢,jí
戣,kuí
戤,gài
戥,děng
戧,chuāng qiāng qiàng
戨,gē
戩,jiǎn
截,jié
戫,yù
戭,yǎn yǒu
戮,lù
戰,zhàn
戲,xì hū xī huī suō yī
戳,chuō
戴,dài
戵,qú
户,hù
戹,è
戺,shì yí
戻,tì
戽,hù
戾,lì
房,fáng páng
所,suǒ
扁,biǎn piān biān pián
扂,diàn
扃,jiōng jiǒng
扄,shǎng jiōng
扅,yí
扆,yǐ
扇,shàn shān
扈,hù
扉,fēi
扊,yǎn
手,shǒu
才,cái zāi
扎,zhá zhā zhǎ zā
扏,qiú
扐,lè lì cái
扑,pū pì
扒,bā bài bié pá
打,dǎ dá
扔,rēng rèng
払,fǎn
托,tuō
扙,zhàng
扚,diǎo dí yuē lì
扛,gāng káng
扜,yū wū
扝,kū wū
扞,hàn gǎn
扟,shēn
扠,chāi chā zhǎ
扡,tuō yǐ chǐ
扢,gǔ qì jié gē
扣,kòu
扤,wù
扥,dèn
扦,qiān
扨,rèn
扭,niǔ chǒu zhǒu zhòu
扮,fěn fēn bàn huǒ
扯,chě
扰,yòu rǎo
扱,xī chā qì
扲,qián qín
扳,pān bān
扴,jiá
扶,fú pú
扷,ào
扸,xī zhé
批,pī pí
扺,zhǐ qí
扻,zhì sǔn kǎn
扼,è
扽,dèn
找,huá zhǎo
承,chéng zhěng zhèng
技,jì qí
抁,yǎn
抂,kuáng wǎng
抃,biàn
抄,chāo suō chào chǎo
抆,wěn
抈,yuè
抉,jué
把,bǎ bà pá
抋,qìn
抌,dǎn shěn
抍,zhěng
抎,yǔn
抏,wán
抐,nè nì nà ruì
抑,yì
抒,shū
抓,zhuā
抔,póu
投,tóu dòu
抖,dǒu
抗,gāng kàng
折,zhé shé tí zhē
抛,pāo
抦,bǐng
抧,zhǐ zhǎi
抨,pēng bēng
抪,bù pū bá
披,pī
抬,chī tái
抭,yǎo tāo
抮,zhěn
抯,zhā
抰,yāng
抱,bào pāo pǒu
抲,hē hè qiā
抳,nǐ ní
抴,yè shé
抵,dǐ zhǐ qí
抶,chì
抷,pī pēi
抸,jiā
抹,mǒ mò mā
抺,mèi
抻,chēn shēn
押,yā xiá jiǎ
抽,chōu
抾,qū
抿,mǐn
拀,chù
拁,jiā yá
拂,fú bì pì fèi
拃,zhǎn zhà zhǎ zhá
拄,zhǔ
担,dǎn jiē dān dàn
拆,chāi chè chì cā
拇,mǔ
拈,niān niǎn diān
拉,lā lá lǎ là la
拊,fǔ fū bǔ
拌,pān bàn
拍,pāi bó
拎,līng
拏,ná
拐,guǎi
拑,qián
拒,jù jǔ
拓,zhí tuò tà
拔,bá bō bié fá bèi
拖,tuō chǐ
拗,ǎo ào niù yù
拘,jū gōu jǔ jú
拙,zhuō
拚,biàn fèn fān pīn pàn
招,zhāo qiáo sháo
拜,bài
拤,qiá
拫,hén
括,kuò
拭,shì
拮,jié jiá
拯,zhěng
拰,nǐn
拱,gǒng jù
拲,gǒng
拳,quán
拴,shuān quán
拵,cún zùn
拶,zā zǎn
拷,kǎo
拸,yí chǐ hài
拹,xié
拺,cè sè chuò
拻,huī
拼,pīn bìng
拽,yè zhuài zhuāi
拾,shí shè jiè
拿,ná
挀,bāi
持,chí
挂,guà
挃,zhì dié
挄,kuò guāng
挅,duǒ duò
指,zhǐ
挈,qiè qì jiá qià shì
按,àn
挋,zhèn
挌,gé hé
挍,jiào jiāo
挎,kū kuà kōu
挏,dòng
挐,rú nú ná
挑,tiǎo tiāo táo diào tiáo tiao
挒,liè
挓,zhā
挕,dié shè
挖,wā
挣,zhēng zhèng
挨,āi ái
挪,nuó
挫,cuò zuò
挬,bó
挭,gěng
挮,tǐ tì
振,zhèn zhēn zhěn
挰,chéng
挲,suō shā
挴,měi
挶,jū
挸,jiǎn
挹,yì
挺,tǐng tíng
挻,shān yán
挼,ruó suī luò ruá
挽,wǎn
挾,xié jiā
捀,féng
捁,jiǎo kù
捂,wǔ
捃,jùn
捄,jū qiú jiù
捅,tǒng
捆,kǔn hún
捇,huò chì
捈,tú shū chá
捉,zhuō
捊,póu pōu fū
捋,luō lǚ
捌,bā bié
捍,hàn xiàn gǎn
捎,shāo shǎo xiāo qiào shào
捏,niē
捐,juān yuán
捑,zè
捒,shù sōu sǒng
捓,yé yú
捔,jué zhuó
捕,bǔ
捖,wán guā
捗,bù pú zhì
捘,zùn
捚,zhāi
捝,tuō shuì yǎn
换,huàn
捥,wàn wān wǎn yù
捦,qín
捧,pěng fèng
捨,shě
捩,liè lì
捪,mín
捫,mén
捬,fǔ fù bǔ
捭,bǎi bā bǐ
据,jū jù
捯,dǎo dáo
捰,wǒ luò luǒ
捱,ái āi
捲,quán juǎn juàn
捳,yuè
捵,chēn tiǎn niǎn
捶,chuí duǒ
捷,jié qiè chā
捸,tū
捹,bèn
捺,nà
捻,niē niǎn niān
捼,ruó wō wěi ré
捽,zuó cù sū zùn
捾,wò xiá
掀,xiān hén
掁,chéng
掂,diān
掃,sǎo sào
掄,lún lūn
掅,qìng
掆,gāng gàng
掇,duó zhuō
授,shòu
掉,diào nuó
掊,póu pǒu fù péi
掋,dǐ dì
掌,zhǎng
掍,hùn
掎,jǐ yǐ
掏,tāo
掐,qiā
掑,qí
排,pái bài pǎi
掓,shū
掔,qiān wàn
掕,líng
掖,yè yē
掗,yǎ yà
掘,jué kū
掚,liǎng
掜,yì nǐ nái niè
掝,huò xù
掞,shàn yàn yǎn
掟,zhěng dìng
掠,lüè lüě
採,cǎi
探,tàn xián
掣,chè
掤,bīng
接,jiē xié shà chā
掦,tì
控,kòng kōng qiāng
推,tuī
掩,yǎn yàn
措,cuò zé cì
掫,zōu chōu zhōu
掬,jū
掭,tiàn
掮,qián
掯,kèn
掰,bāi
掱,pá shǒu
掽,pèng
掾,yuàn chuán
掿,nuò
揀,jiǎn
揁,zhēng kēng
揂,jiū yóu
揃,jiǎn jiān qiān
揄,yú chōu yóu shū yáo
揅,yán
揆,kuí
揇,nǎn
揈,hōng hóng xuàn jū
揉,róu
揊,pì chè
揋,wēi
揌,sāi cāi
揍,còu zòu
揎,xuān
描,miáo mào
提,tí chí shí dǐ dī
插,chā zhǎ
揓,shì
揔,zǒng sōng
揕,zhèn zhēn
揖,yī jí
揗,xún
揘,yóng huáng
揙,biān biàn
揚,yáng
揜,yǎn
揝,zǎn zuàn
揞,ǎn yàn yè
揟,xū jū
揠,yà
握,wò òu
揢,ké qiā
揣,chuǎi duǒ zhuī tuán chuāi chuài
揤,jí
揥,tì dì
揦,là lá
揧,là
揨,chén
揩,kāi jiá
揪,jiū
揫,jiū
揬,tú
揭,jiē qì hé
揮,huī hún
揯,gèn
揰,chòng dǒng
揱,xiāo shuò xiān
揲,shé dié yè
揳,xiè xié jiá xiē
援,yuán huàn
揵,qián jiàn jiǎn
揶,yé
揸,zhā
揹,bēi
揻,wēi
揾,wèn wù
搆,gòu gōu
搇,qìn
搈,róng
搉,què huō
搊,chōu zǒu zhū
搋,chuāi chǐ yí
搌,zhǎn
損,sǔn
搎,sūn
搏,bó
搐,chù
搑,róng náng nǎng
搒,péng bēng bàng bǎng
搓,cuō cuǒ chāi
搔,sāo sào
搕,kē è
搗,dǎo
搘,zhī
搙,nù nuò nòu
搚,lā xié xiàn
搛,jiān lián
搜,sōu xiāo sòu shǎo
搝,qiǔ
搞,qiāo kào gǎo
搟,xiǎn xiān
搠,shuò
搡,sǎng
搢,jìn
搣,miè
搤,è yì
搥,duī chuí
搦,nuò
搧,shān
搨,dá tà
搩,jié zhǎ
搪,táng
搫,pán bān pó
搬,bān sù
搭,dā tà
搮,lì
搯,tāo
搰,hú kū
搱,zhì nái
搲,wā wǎ wà
搳,xiá qiā huá
搴,qiān
搶,qiāng qiǎng qiàng chéng chēng
搷,tián shēn
搸,zhēn
搽,chá
搿,gé
摀,wǔ
摁,èn
摇,yáo
摋,sà shǎi shā
摌,chǎn sùn
摍,suō
摎,jiū liú liáo jiǎo náo
摏,chōng
摐,chuāng
摑,guó
摒,bìng
摓,féng pěng
摔,shuāi
摕,dì tú zhí
摖,qì chá
摗,sōu sǒng
摘,zhāi
摙,liǎn liàn
摚,chēng
摛,chī
摜,guàn
摝,lù
摞,luò
摟,lōu lǒu
摡,gài xì
摢,hù chū
摣,zhā zhuā
摥,tàng
摦,huà
摧,cuī zuì cuò
摨,nái zhì
摩,mó mí mā
摪,jiāng qiàng
摫,guī
摬,yǐng
摭,zhí
摮,áo qiāo
摯,zhì
摰,niè chè
摱,màn mán
摲,chàn cán
摳,kōu ōu
摴,chū chī
摵,shè sù mí
摶,tuán zhuàn zhuān
摷,jiǎo chāo
摸,mō mó
摹,mó mō
摺,zhé lā xié
摻,shǎn shān chān sēn càn
摼,kēng qiān
摽,piāo biào biāo pāo
撁,qiān qiàn
撂,liào
撅,juē juè jué guì
撇,piē biē piě
撈,lāo
撉,dūn
撊,xiàn
撋,ruán ruí rún ruó suī
撌,guì
撍,zǎn zān zēn qián
撎,yì
撏,xián xún
撑,chēng
撒,sǎ sā
撓,náo xiāo rào
撔,hòng
撕,sī xī
撖,qiǎn hàn
撗,guàng
撙,zǔn
撚,niǎn
撛,lǐn
撜,zhěng chéng
撝,huī wéi
撞,zhuàng
撟,jiǎo jiāo kǎo
撠,jǐ
撢,tàn dàn dǎn xín
撣,dàn chán dǎn tān zhǎn shàn tián
撤,chè
撥,bō fá
撧,juē
撨,xiāo sōu
撩,liáo liǎo lào liāo liào
撪,bèn
撫,fǔ mó
撬,qiào
播,bō bǒ
撮,cuō zuì zuān chuā zuǒ
撰,zhuàn xuǎn suàn
撱,wěi tuǒ
撲,pū bǔ
撳,qìn
撴,dūn
撶,huá
撻,tà
撼,hàn
撽,qiào yāo jī
撾,zhuā wō
撿,liàn jiǎn
擀,gǎn
擁,yōng
擂,léi lèi
擃,nǎng
擄,lǔ
擅,shàn
擆,zhuó
擇,zé zhái yì
擉,chuò
擊,jī jì xí
擋,dàng dǎng
擌,sè
操,cāo
擎,qíng
擏,qíng jǐng jìng
擐,huàn juǎn xuān
擒,qín
擓,kuǎi
擔,dān dàn shàn
擖,qiā jiā zhá guā yè gē liè
擗,pǐ bò
擘,bò
擙,ào
據,jù
擛,yè
擟,mí
擠,jǐ
擡,tái
擢,zhuó
擣,dǎo chóu
擤,xǐng
擦,cā
擨,yé
擩,rǔ nǔ rù nòu ruán
擪,yè
擬,nǐ
擭,wò huò hù
擯,bìn
擰,níng nǐng nìng
擱,gē gé
擲,zhì
擳,zhì jié
擴,kuò tǎng guàng
擶,jiàn
擷,xié
擸,liè là
擹,tān
擺,bǎi
擻,sǒu sòu
擼,lǔ lū
擽,lüè lì yuè
擾,rǎo
擿,zhì tī zhāi
攀,pān
攁,yǎng
攃,cā sǎ
攄,shū lù
攆,niǎn
攇,xiǎn
攈,jùn pèi
攉,huò què
攋,là lài
攌,huǎn
攍,yíng
攎,lú luó
攏,lǒng
攐,qiān
攑,qiān
攓,qiān
攔,lán
攕,xiān jiān
攖,yīng
攗,méi
攘,ràng rǎng níng xiǎng
攙,chān shàn
攛,cuān
攜,xié
攝,shè zhé niè shà
攞,luó luǒ
攠,mí mó
攢,cuán zǎn zuān zàn
攣,luán liàn
攤,tān nàn
攥,zuàn
攦,lì shài
攧,diān
攩,dǎng tǎng
攪,jiǎo
攫,jué
攬,lǎn
攭,lì luǒ
攮,nǎng
支,zhī zhì qí
攰,guì
攱,guǐ guì
攲,jī qī
攳,xún
攴,pū
收,shōu
攷,kǎo
攸,yōu
改,gǎi
攺,yǐ
攻,gōng
攼,gān hàn
攽,bān bīn
放,fàng fǎng fāng
政,zhèng zhēng
敀,pò
敁,diān
敂,kòu
敃,mǐn fēn
敄,wù móu
故,gù
敇,cè
效,xiào
敉,mǐ
敊,chù shōu
敌,huá dí
敍,xù
敏,mǐn
敐,chén
救,jiù jiū
敒,shēn
敓,duó
敔,yù
敕,chì sōu
敖,áo ào
敗,bài
教,jiào jiāo
敜,niè
敝,bì
敞,chǎng chèng zhèng
敠,duō què
敡,yì
敢,gǎn
散,sàn sǎn sān
敤,kě
敥,yàn jiǎo
敦,dūn duī tuán diāo dùn dào zhǔn tūn duì tún
敧,jī qǐ
敫,jiǎo qiāo jiào
敬,jìng
敱,ái zhú
敲,qiāo
整,zhěng
敵,dí
敷,fū
數,shǔ shù shuò
敹,liáo
敺,qū ōu
敼,yǐ
敽,jiǎo
斀,zhuó zhú
斁,yì dù tú
斂,liǎn lián
斃,bì
斄,lí tái
斅,xiào xué
文,wén
斌,bīn
斐,fěi
斑,bān
斒,bān
斔,yǔ
斕,lán
斗,dǒu zhǔ dòu
斘,shēng
料,liào liáo
斛,hú
斜,xié xiá chá yé
斝,jiǎ
斞,yǔ
斟,zhēn
斠,jiào
斡,wò guǎn
斢,tǒu tiǎo
斣,dòu
斤,jīn
斥,chì chè zhè
斦,yín zhì
斧,fǔ
斨,qiāng
斪,qú
斫,zhuó chuò
斬,zhǎn zhàn
斮,zhuó
斯,sī shǐ
新,xīn
斱,zhuó
斲,zhuó
斳,qín jǐn
斴,lín
斶,chù
斷,duàn
斸,zhú
方,fāng fáng fǎng páng wǎng fēng
斺,chǎn jiè
斻,háng
於,wū yú
施,shī yì shǐ
斿,liú yóu
旁,páng pēng bēng bàng
旂,qí
旃,zhān
旄,máo mào wù
旅,lǚ
旆,pèi
旇,pī bì
旊,fǎng
旋,xuán xuàn
旌,jīng
旎,nǐ
族,zú sǒu còu zòu
旐,zhào
旒,liú
旓,shāo
旔,jiàn
旖,yǐ
旗,qí
旚,piāo
旛,fān
旝,kuài
旞,suì
旟,yú
旡,jì
既,jì xì
日,rì
旦,dàn
旧,jiù
旨,zhǐ
早,zǎo
旫,tiāo
旬,xún jūn
旭,xù
旮,xù gā
旯,lá
旰,gàn hàn
旱,hàn
旲,tái yīng
旳,dì
旴,xū
旵,chǎn
旺,wàng
旻,mín
旼,mín
旽,tùn zhùn
旿,wǔ wù
昀,yún
昁,bèi
昂,áng yàng
昃,zè
昄,bǎn
昅,jié
昆,kūn hún kùn
昇,shēng
昈,hù
昉,fǎng
昊,hào
昋,guì jiǒng
昌,chāng chàng
昍,xuān
明,míng mèng
昏,hūn hùn
昐,fēn
昑,qǐn
昒,hū
易,yì
昔,xī cuò
昕,xīn xuān
昘,fǎng
昙,yù tán
昛,jù
昝,zǎn
昞,bǐng fǎng
星,xīng
映,yìng yǎng
昡,xuàn
昢,pò pèi
昣,zhěn
昤,líng
春,chūn chǔn
昧,mèi wěn mò
昨,zuó
昩,mò
昪,biàn
昫,xù xiǒng
昭,zhāo zhào
昮,zòng
是,shì tí
昰,shì xià
昱,yù
昲,fèi
昳,diè yì
昴,mǎo
昵,nì nǐ zhì
昶,chǎng
昹,ǎi
昺,bǐng
晀,tiǎo
晁,zhāo cháo chào
時,shí
晃,huǎng huàng
晄,huǎng
晅,xuān
晆,kuí
晇,xū kuā
晉,jìn
晊,zhì
晌,shǎng
晎,hǒng
晏,yàn
晐,gāi
晑,xiǎng
晗,hán
晘,hàn
晙,jùn
晚,wǎn
晛,xiàn
晜,kūn
晝,zhòu
晞,xī
晟,shèng chéng jīng
晠,shèng
晡,bū
晢,zhé zhì
晤,wù
晦,huì
晨,chén
晪,tiǎn
晫,zhuó
晬,zuì
普,pǔ
景,jǐng yǐng
晰,xī
晱,shǎn
晲,nǐ
晳,xī
晴,qíng
晵,qǐ dù
晶,jīng
晷,guǐ
晸,zhěng
晹,yì
智,zhì
晻,àn ǎn yǎn
晼,wǎn
晽,lín
晾,liàng
晿,chāng
暀,wǎng wàng
暄,xuān
暅,xuǎn gèng
暆,yí
暇,xiá xià jiǎ
暈,yùn yūn
暉,huī
暊,xǔ
暋,mǐn mín
暌,kuí
暍,yē
暏,shǔ dǔ
暐,wěi
暑,shǔ
暔,nán
暕,jiǎn lán
暖,nuǎn xuān
暗,àn
暘,yáng
暙,chūn
暚,yáo
暛,suǒ
暝,míng
暟,kǎi
暠,gǎo hào
暡,wěng
