Character,Reading
瓴,kame
瓶,kame
瓷,kame
瓸,hekutogura
瓺,kame
瓻,kame
瓼,sarake
瓿,kame
甁,kame
甃,shikigawara
甄,sue
甅,senchigura
甆,kame
甌,hotogi
甍,iraka
甎,kawara
甑,koshiki
甒,kame
甓,kawara
甕,kame mika
甖,hotogi kame motai
甗,koshiki
甘,amai umai amanjiru
甚,hanahada nani
甛,umai
甜,umai
甞,nameru kokoromiru katte
生,haeru ou umareru
產,umareru ubu umu
産,umareru ubu umu
甥,oi muko
甦,yomigaeru
甧,ooi
用,mochiiru hataraki motte
甪,tsuno
甫,hajime suke
甬,tsune tsukau odoru
甯,negai
田,ta kari
由,yoshi yoru yori
甲,yoroi tsume kinoe
申,mousu nobiru saru
男,otoko
甸,kari
甹,sewashii
町,machi
画,kagiru hakaru hakarigoto
甼,machi
甽,mizo
甾,kame
畀,ataerumono
畃,iitsuke
畄,tomeru todomaru
畆,se une
畇,tagayasu
畉,tagayasu
畊,tagayasu
畋,kari
界,sakai
畍,sakai
畎,mizo
畏,osoreru kashikoshi kashikomaru
畑,hata hatake
畒,se une
畔,aze kuro somuku
畗,michiru
留,tomeru todomaru tomaru
畚,fugo
畛,aze
畜,takuwaeru yashinau kau
畝,se une
畞,se une
畟,soku
畠,hata hatake
畡,hate
畢,ami owaru kotogotoku
畤,sakai takuwaeru ueru
略,osameru hakaru hakarigoto
畦,une
畧,osameru hakaru hobo
畩,kesa
番,tsugai tsugau tsugaeru
畫,kagiru hakaru hakarigoto kaku
畬,arata
畭,arata yawaragu yakita
異,koto kotonaru ayashii
畱,toomeru toomaru
畲,arata yakita
畳,tatamu tatami kasaneru
畴,une tagui hatake
畵,kagiru hakaru hakarigoto kaku
當,ataru
畷,nawate
畸,hashita mezurashii katawa
畺,sakai
畻,aze
畼,nobiru nagai niwa
畽,sorowanai
畿,miyako
疁,yakibata
疂,tatamu tatami kasaneru
疅,sakai
疆,sakai
疇,une tagui
疉,tatamu tatami
疊,tatamu tatami kasaneru
疋,ashi hiki
疎,utoi
疏,tooru utoi mabara
疐,tsumazuku
疑,utagau utagai utagawashi
疒,yamaidare yamu
疓,yamu yamai hotsusu
疔,kasa
疕,dekimono
疙,oroka
疚,yamu yamashii
疜,harakudashi
疝,senki
疣,ibo
疤,yamai
疥,hizen yogosu okori
疫,eyami
疱,mogasa
疲,tsukareru tsukare
疳,kan
疴,yamai
疵,kizu
疸,oudan
疹,hashika
疺,yaseru
疼,uzuku itamu
疽,kasa
疾,yamai nikumu hayai
疿,asemo
痀,semushi
痁,okori
痂,kasabuta
病,yamu yamai uree
痆,kizu kizuitami kayui
症,shirushi
痊,ieru iyasu
痌,itamu
痍,kizu
痎,okori
痏,uchikizu
痒,kasa kayui
痔,shimogasa
痕,ato
痗,yamu
痘,mogasa
痙,hikitsuru
痛,itamu itami itai
痜,kasa
痞,tsukae
痟,zutsuu
痠,itamu
痡,yamu
痢,harakudari
痣,hokuro aza
痤,enogo harimono
痧,korera
痩,yaseru
痬,oroka utsuru
痮,hukureru
痯,yamu
痰,tan
痲,shibireru
痳,senki rinbyou
痴,oroka
痹,shibireru
痺,shibireru
痼,nagawazu kobiritsuku
痾,yamai
痿,naeru
瘀,yamai
瘁,tsukareru
瘂,oshi
瘃,shimoyake
瘄,yamai
瘇,hareru
瘈,kuruu
瘉,ieru
瘊,ibo
瘋,kichigai
瘌,kizu
瘍,kasa
瘏,yamu
瘒,oroka
瘓,yamu
瘕,yamai
瘖,oshi
瘙,kasa
瘛,hikitsuke
瘝,yamu
瘞,uzumeru
瘟,eyami
瘠,yaseru
瘡,kasa
瘢,kizu
瘣,yamu
瘤,kobu
瘥,ieru
瘦,yaseru
瘧,okori
瘩,haremono
瘭,haremono
瘮,samuke yamu yamai
瘲,hikitsuke
瘳,ieru
瘵,yamu
瘹,kuruu
瘺,kasa semushi dekimono
瘻,semushi
瘼,yamu
癁,yamu
療,iyasu
癃,tsukareru
癄,yaseru
癅,kobu
癆,itamu
癇,hikitsuke kan
癈,katawa sutareru
癉,yasu
癌,gan
癒,ieru
癕,haremono
癖,kuse
癘,eyami
癜,namazu
癟,tobenai
癡,oroka
癢,kayui
癤,kasa
癥,shikori
癧,ruireki
癩,kattai
癪,shaku sashikomi
癬,tamushi
癭,kobu
癮,haremono
癯,yaseru
癰,haremono
癱,shibireru
癲,kuruu tenkan
癴,yaseru yamu
癶,somuku
癸,mizunoto
発,hanatsu tsukawasu okoru
登,noboru
發,hanatsu tsukawasu abaku
白,shiro shiroi mousu
百,momo
皀,kanbashii tsubu
皁,shimobe
皃,katachi
的,mato akiraka
皆,mina
皇,kami kimi sumeragi
皈,kaeru totsugu okuru
皋,sawa sakai susumu
皍,tsuku sunawachi
皎,shiroi kyoi
皐,sawa sakai satsuki
皓,hikaru shiroi
皙,shiroi
皚,shiroi
皛,arawareru
皟,kiyoi yaseru
皠,shiroi
皢,shiroi akiraka
皥,akiraka
皦,shiroi
皧,kiyoi
皨,hoshi
皪,shiroi
皭,shiroi
皮,kawa
皰,nikibi mogasa
皴,hibi shiwa
皷,tsuzumi
皸,hibi akagire
皹,hibi akagire
皺,shiwa
皽,kawa
皿,sara
盁,michiru
盂,hachi
盃,sakazuki
盅,munashii
盆,hachi
盈,michiru
盉,totonoeru
益,masu masumasu
盋,wan
盍,oou nanzo
盎,hachi
盒,futamono sara
盔,hachi
盖,kasa futa oou
盗,nusumu nusumi
盛,moru sakan sakaru
盜,nusumu
盞,sakazuki
盟,chikau chikai
盠,hisaji wariji
盡,tsukusu
監,miru
盤,oozara tarai
盥,sosogu tarai
盦,huta
盧,meshibitsu subitsu kuroi
盨,utsuwa
盪,arau ugoku
盬,arashio
目,me manako sakan
盰,shirome
盲,mekura kurai
直,naosu tadachini naoi
盶,motoru otoru
相,ai miru tasukeru
盻,niramu kaerimiru
盾,tate
眀,miru
省,kaerimiru habuku miru
眄,nagashime miru kaerimiru
眆,honoka narau
眇,sugame
眈,niramu
眉,mayu
眊,kurai
看,miru
県,kakeru kakaru agata
眎,miru
眒,miharu hayai odoroku
眙,mitsumeru
眛,kurai
眜,kurai
眞,ma makoto makotoni
真,makoto makotoni ma
眠,nemuru nemuri
眢,megautsuronasama
眤,nagashime mitsumeru
眥,manajiri
眦,manajiri
眨,matataku
眩,kuramu madou memai
眮,mabuchi mimawasu
眯,kurumu
眴,matataku
眵,manajirioitameru
眶,mabuta
眷,kaerimiru
眸,hitomi
眹,hitomi
眺,nagameru nagame
眼,manako
眾,ooi
着,kiru tsuku
睂,mayu
睇,nusumimiru yokome
睊,nusumimiru
睏,nemuru
睒,nusumimiru
睖,miru
睗,inabikari
睚,manajiri
睛,hitomi
睜,metsuki
睞,miru
睟,akiraka
睠,kaerimiru
睡,nemuru nemuri
睢,miageru
督,miru unagasu hikiiru
睤,miru
睥,nagashime
睦,mutsumajii mutsubu
睧,kurai
睨,niramu
睪,ukagaimeru
睫,matsuge
睰,miru
睲,miru hitomigakagayaku
睳,kasumu
睴,mirusama
睹,miru
睺,katame
睾,sawa kintama
睿,akiraka
瞄,mitsumeru
瞆,mitsukusu meyami
瞋,ikarasu ikaru
瞍,mekura
瞎,mekura katame
瞑,kurai
瞕,kasumu
瞚,matataku
瞞,damasu
瞟,miru
瞠,miharu
瞢,kurai
瞧,nusumimiru
瞪,miharu
瞬,matataku matataki
瞭,akiraka
瞮,akiraka
瞯,uwamezukai nagashime
瞰,miru
瞳,hitomi
瞵,hitomi
瞶,mitsukusu meyami
瞹,kakureru
瞻,miru
瞼,mabuta
瞽,meshii
瞾,teeru terasu teereru
瞿,miru osoreru
矃,nei nyou
矇,meshii kurai
矈,komayaka
矉,niramu
矍,odoroki
矑,miru
矒,kurai
矕,miru misonawasu
矗,naoi
矙,miru
矚,miru
矛,hoko
矜,awaremu tsutsushimu hokoru
矞,anaoakeru
矟,hoko
矠,hoko
矢,ya chikau tsuraneru
矤,hagu hage iwanya
知,shiru shiraseru
矧,iwanya hagu hagi
矩,sashigane kanezashi nori
矪,kururiya
短,mijikai
矮,hikui
矯,itsuwaru tameru
矱,monosashi
石,ishi
矴,ikari
矸,kinuta
矻,ishi
矼,tobiishi ishibashi tashika
砂,suna
砅,wataru
砆,ishi
砌,migiri
砍,kiru
砎,katai
砑,suru
研,togu migaku
砕,kudaku
砝,katai
砠,ishama tsuchama
砡,soroeru
砢,ishizumi
砣,ishi
砥,to toishi
砦,toride
砧,kinuta
砭,ishibari
砮,yajiri
砲,oozutsu tsutsu
破,yaburu yabureru
砺,toishi arato migaku
砿,aragane
硈,katai
硎,toishi
硏,togu migaku
硙,usu
硪,iso iwao
硫,iou
硬,katai
硯,suzuri
硲,hazama
硴,kaki
硺,utsu
硾,tsuku
碇,ikari
碊,noseru sosogu utsuru saka
碍,samatageru
碎,kudaku
碏,tsutsushimu
碑,tateishi ishibumi
碓,usu
碕,ishibashi saki
碗,kobachi wan
碚,tsuchikau
碞,iwa kewashii
碣,ishibumi
碤,ishi
碧,midori ao
碩,ookii
碪,kinuta
碬,toishi
碭,ishi
碯,menou
碰,butsukaru
確,tashika katai tashikameru
碻,tashiika tashiikameru
碼,yaudo
碾,usu hiku
碿,migaku
磁,jishaku yakimono
磅,pondo
磈,kewashii
磉,ishizue
磋,migaku
磎,tani
磐,iwa
磑,usu
磒,ochiru
磓,otosu utsu
磔,saku haritsuke
磚,kawara
磛,kewashii
磠,suna
磦,mine
磧,kawara
磨,migaku
磪,kewashii
磬,uchiishi munashii tsukiru
磯,iso
磳,ishi
磴,ishizaka ishibashi masu
磶,ishizue
磷,nagareru
磺,aragane
磻,ishi
礀,tani
礁,kakureiwa
礆,kewaashii
礌,otosu
礎,ishizue
礑,hatato
礒,iso
礙,samatageru
礞,ishi
礟,ishihajiki
礡,majiru
礥,mutsukashii
礦,aragane
礩,ishizue
礪,arato migaku to
礫,koishi
礭,muchi
礱,togu
礴,majiru
礵,hiso
示,shimesu shimeshi
礻,shimesuhen
礼,uya
礽,saiwai
社,yashiro kumiai koso
礿,matsuri
祀,matsuru matsuri toshi
祁,ooini sakanni kore
祄,tasukeru
祅,wazawai
祇,kunitsukami tada masani
祈,inoru inori
祉,saiwai
祊,matsuri
祋,hoko
祏,ihai
祐,tasukeru
祓,harau harai
祔,awasematsuru
祕,himeru
祖,jiji hajime
祗,tsutsushimu masani
祘,kazoeru
祙,oni bakemono
祚,saiwai
祛,harau
祜,saiwai
祝,iwau hafuri norito
神,kami kou tamashii
祟,tatari tataru
祠,hokora matsuru
祢,katashiro
祥,saiwai
票,fuda
祩,norou
祫,matsuru
祭,matsuru matsuri
祷,inoru inori matsuru
祹,saiwai
祺,saiwai
祻,matsuri
祼,matsuri
祾,itsukushimi
祿,saiwai fuchi
禀,komegura
禁,todomeru taeru
禄,fuchi saiwai
禅,yuzuru shizuka
禊,misogi harau
禋,matsuru
禌,ikou
禍,wazawai
禎,saiwai tadashii
福,saiwai himorogi
禑,saiwai
禓,matsuri
禔,saiwai
禕,yoi
禘,matsuri
禛,ukeru
禡,matsuri
禦,fusegu
禧,saiwai
禨,kizashi
禪,yuzuru shizuka
禫,matsuri
禮,rei ojigi
禯,matsuri
禰,katashiro
禱,inoru inori matsuru
禳,harau
禴,matsuri
禸,ashiato
禹,mushi tasukeru nobiru
禺,onagasaru
禽,toriko tori
禾,ine nogi
禿,hage hageru kamuro
秀,hiideru
私,watashi watakushi hisoka
秃,hage hageru kamuro
秄,tsuchikau
秈,uruchi
秉,toru
秊,toshi
秋,aki toki
种,osanai
科,shina toga
秒,nogi
秔,uruchi
秕,shiina
秖,minoru
秘,himeru kakusu
秚,yawaragu
秝,narabu
秞,shigeru
租,mitsugi
秠,kurokibi
秢,yohai
秣,magusa magusakau
秤,hakari
秥,ine
秧,nae ueru
秩,tsuide fuchi
秪,minoru
秫,mochiawa
秬,kurokibi
称,hakaru tonaeru ageru
秸,wara
移,utsuru utsusu
秼,norofu
稀,mare mabara
稂,imigara
稃,momigara
稅,mitsugi
稇,ureru kukuru
稈,wara
稉,uruchi
稊,inubie
程,hodo hakaru
稌,ine
稍,youyaku yaya
税,mitsugi
稑,wase
稔,minoru toshi minori
稕,warataba
稗,hie
稘,hitotose wara mamegara
稙,hayai tane
稚,osanai itokenai
稛,kukuru
稜,kado itsu
稞,mugi
稟,komegura ukeru
稠,shigeru ooi
稡,atsumaru atsumeru
稧,wara misogi
稫,shigeru
稭,wara
種,tane ueru
稯,taba
稱,hakaru tonaeru tataeru
稲,ine
稳,odayaka
稴,uruchi
稵,ueru maku masu
稷,kibi
稸,tsumu takuhaheru
稹,shigeru
稺,okute osanai oderu
稻,ine
稼,minori ueru kasegu
稽,todomeru kangaeru
稾,wara
稿,wara
穀,tanatsumotsu
穂,ho
穄,kurokibi
穅,nuka munashii
穆,yawaragu
穇,hie
穉,osanai itokenai
穌,kakiatsumeru
積,tsumu tsumoru
穎,hosaki
穏,odayaka
穐,aki
穗,ho
穙,shigeru
穜,okute
穝,sai
穟,ho
穠,shigeru
穡,toriire
穢,kegareru kegare
穣,yutaka wara
穥,ueru
穧,kariine
穩,odayaka
穪,tonaeru tataeru
穫,karu toriireru
穰,yutaka wara
穴,ana
穵,ana
究,kiwameru kiwamaru
穸,yoru
穹,sora ame
空,kara aku sora
穽,otoshiana
穾,hukai
穿,ugatsu
窀,atsui
突,tsuku
窂,michiru ori
窃,nusumu hisokani
窄,semai
窆,houmuru
窈,kurai yoi adeyaka
窊,kubomu
窐,utsuro
窑,kama
窒,fusagu fusagaru
窓,mado
窔,hukai
窕,utsukushii
窖,anagura
窗,mado kemudashi
窘,kurushimu tashinameru
窞,ana
窟,iwaya
窠,su
窩,muro
窪,kubo kubomu
窬,kugurido
窮,kiwameru kiwamaru
窯,kama
窰,kama
窳,kubomu
窵,okuhukai
窶,yatsureru
窹,kamado
窺,ukagau ukagai
窻,mado
窼,negura
窿,yuminari
竃,kamado kama
竄,kakureru nogareru
竅,ana
竆,kiwaameru kiwaamaru
竇,ana
竈,kamado
竉,ana
竊,nusumu hisokani
立,tatsu tateru tachidokoro
竌,tadashii
竍,dekaritto
竎,noboru
竏,kirorittoru
竑,hiroi
竒,kushi mezurashii ayashii
竓,miririttoru
竕,deshiritto
站,tatsu tatazumu umatsugi
竚,tatazumu
竛,iku
竜,tatsu
竝,naraberu narabi nami
竟,owaru wataru tsuini
章,aya shirushi akiraka
竡,hekutoritto
竢,matsu
竣,owaru
童,warabe
竦,tsutsushimu osoreru sukumu
竨,takakukewashii
竩,yoshimi
竪,tatsu kodomo tate
竫,yasuraka
竬,tatsu
竭,tsukiru tsukusu
端,hashi ha hata
竰,senchiritto
竱,hitoshii hitoshikusuru
竴,yorokobusama
競,kisou seru
竸,kisou
竹,take
竺,take atsui
竻,soji
竼,toma
竽,hue
竾,hue
竿,sao
笂,utsubo
笄,kougai
笆,ibaratake semai
笇,kazoeru
笈,oi
笊,zaru su
笋,takenoko
笏,shaku
笑,warau emu warai
笔,hude
笘,muchi
笙,fue
笛,fue
笞,muchi
笟,taga
笠,kasa
笥,hako
符,warifu
笧,shigaramu
笨,arai
笩,tobiagaru
笪,utsu
笫,yuka
第,tsuide yashiki tada
笭,chiriyoke
笮,semai
笯,torikago
笰,ooi
笳,ashibue
笴,yagara
笵,nori
笶,ya
笹,sasa
笽,souke zaru
笿,wankago tabaneru tsukaaaneru
筀,take
筁,kahikonosu
筅,sasara
筆,fude
筇,take
筈,yahazu hazu
等,hitoshii nado ra
筋,suji
筌,ue
筍,takenoko
筎,makihada
筏,ikada
筐,kago hako
筑,hirou
筒,tsutsu
答,kotaeru kotae
筕,takemushiro
策,muchi tsue kazutori
筝,koto
筠,take
筤,kago
筥,hako
筦,hue kuda
筧,kakei
筪,take
筬,osa
筭,soroban kazoeru
筮,medogi uranau
筯,hashi
筰,semaru
筱,shino
筲,hugo
筳,itokuda
筴,medogi
筵,mushiro
筷,hashi
筺,kago hako
筿,shino
箄,kago
箆,hera no
箇,ko ka
箋,fuda
箍,taga
箏,koto
箑,ougi
箒,houki
箔,sudare
箕,mi
箖,take
算,kazoeru kazu
箘,shinodake ya takenoko
箙,ebira
箚,sasu kagi
箛,hue
箝,hasamu kubikase
箞,tawameru
箟,shinodake ya takenoko
箠,take
管,kuda fue
箪,hako
箬,takenokawa
箭,ya
箯,takegoshi
箰,takenoko takanna
箱,hako
箲,sasara
箴,hari imashimeru
箶,take
箸,hashi
箺,take
箼,shigeru
箽,take
節,fushi misao notto
篁,takamura
範,nori
篅,zaru
篆,koshikishiba
篇,maki
築,kizuku tsuku
篊,toi
篋,hako
篏,hasamu kubikase
篔,take
篙,sao
篚,hako
篛,takenokawa
篝,fusego kagari
篠,shino
篡,ubau
篤,atsui
篦,hera no
篨,takemushiro
篩,furui
篪,hue
篭,kago
篲,houki
篳,magaki
篴,hue
篷,toma
篸,sorowanai
篹,katami
篺,ikada
篼,kaibaoke
簀,su
簁,hurui
簂,kataminomono
簃,wakibeya
簆,osa
簇,muragaru yajiri
簉,soeru
簌,hurui
簎,yasu
簏,hako
簑,mino
簒,ubau
簓,sasara
簔,mino
簗,yana
簘,fue
簙,sugoroku
簛,furui
簞,hako
簟,takamushiro
簡,fuda erabu
簣,ajika
簦,kasa
簧,shita
簨,yokogi
簪,kanzashi
簫,fue
簬,take
簱,hata
簳,shino
簷,hisashi
簸,hiru
簹,take
簺,sogo huda
簽,kago
簾,sudare su
簿,choumen shaku
籀,yomu
籃,kago
籆,itowaku
籌,kazutori hakarigoto
籍,fumi
籏,hata
籐,tou
籒,yomu
籔,komeagesa
籖,kuji kazutori
籘,tou
籙,honbako
籚,e kago
籛,take
籜,takenokawa
籝,kago hashizutsu
籞,tomeba
籟,fue
籠,kago komeru komoru
籡,shinshi
籣,ebira
籤,kuji kazutori
籥,fue
籩,takatauki
籬,magaki kaki
籭,furubi
籮,mi
籰,itowaku
籲,yobu
米,kome yone meetoru
籵,dekameetoru
籼,uruchi
籾,momi
粁,kiromeetoru
粂,kume
粃,shiina
粇,nuka
粉,kona ko deshimeetoru
粋,iki
粍,mirimeetoru miri
粏,nukamiso
粒,tsubu
粔,go
粕,kasu
粗,arai hobo
粘,nebaru
粛,tsutsushimu
粞,kogome
粟,awa momi
粠,sukumo
粡,chimaki
粢,kibi
粤,kokoni
粥,kayu hisagu
粧,yosoou yosooi
粨,hekutomeetoru
粭,sukumo
粮,kate
粰,okoshi kayu momigara kasu
粱,awa
粲,ii
粳,uruchi nuka
粵,kokoni
粶,hazekome
粷,kona
粹,iki sui
粺,shirageyone
粻,kate
粼,seseragi
粽,chimaki
精,shirageyone kuwashii kokoro
粿,shirageyone
糀,kouji
糂,konagaki
糄,kome yakigome
糅,majiru
糇,hoshiii
糈,kate
糉,chimaki
糊,nori
糎,senchimeeto
糏,kogome
糒,hoshiii
糔,shiru
糕,konamochi
糖,ame satou
糗,irigome
糘,sukumo kasegi
糙,kurogome
糚,yosoou
糜,kayu tadareru
糝,konagaki
糞,kuso
糟,kasu
糠,nuka
糢,kata
糤,okoshi
糦,sakesakana musu
糧,kate
糩,nuka
糫,mochi okoshi
糯,mochigome
糰,dango
糲,kurogome arai
糴,kaiyone
糶,uriyone seri
糸,ito
糺,azanau tadasu
系,tsunagu
糾,azanau tadasu
紀,osameru nori shirusu
紂,shirigai
紃,himo
約,tsuzumeru tsuzumayaka
紅,beni kurenai akai
紆,magaru meguru
紈,shiroginu musubu kasanaru
紉,nawa
紊,midareru
紋,aya moyou
納,osameru ireru
紏,tsugeru
紐,himo
紑,azayaka
紒,yuu musuhu
紓,yurui
純,kiito moppara
紕,fuchikazari osameru nuu
紗,usuginu
紘,oozuna himo
紙,kami
級,shina
紛,magireru magai
紜,midareru
紝,hataito
紞,himo
素,shiroginu kiji moto
紡,tsumugu
索,nawa motomeru
紦,kinu
紪,kinunoaya
紫,murasaki
紬,tsumugu tsumugi
紭,aminotsuna kararu
紮,tabaneru karageru
累,shibaru kasaneru wazurawase
細,hosoi komakai kuwashii
紱,himo
紲,kizuna
紳,ooobi
紵,ichibi
紹,tsugu
紺,kon
紼,tsuna
紾,motoru
紿,azamuku
絀,akai
絁,tsumugi
終,owaru oeru tsuini
絃,ito
組,kumu kumihimo kumi
絅,hikishimeru kibishii hitoemono
絆,kizuna tsunagu
絇,kutsukazari
絈,tsutsumu
絋,wata wataire
経,heru tateito tsune
絍,hataito
絎,kukeru
絏,kizuna shibaru sode
結,musubu yuu musubi
絑,shiyu
絓,kakaru tsumugi
絕,taeru tatsu tayasu
絖,wata nume
絗,itogameguru
絙,kumihimo
絛,sanada
絜,asa taba kiyoi
絝,zubon
絞,shimeru shiboru
絡,karamu matou tsunagaru
絢,aya
絣,kasuri
給,tamau
絧,nuno
絨,neriito keori
絮,wata
統,suberu suji osameru
絲,ito
絳,aka
絵,e
絶,taeru tatsu tayasu
絸,kinu
絹,kinu
絺,hosonuno
絻,mohuku
絽,ro
絿,kibishii
綁,shibaru
綂,hoobiru
綃,kiito
綅,ito
綆,tsurubinawa
綈,tsumugi
綉,nuitori
綋,tsuna tsunagu oozuna
綌,kuzununo
綍,hitsuginawa
綏,yasui
綑,oru
經,heru tateito tsune
綗,hiku
継,tsugu tsugi mama
続,tsuzuku tsugu
綛,kase kasuri
綜,suberu osa
綝,tomeru
綞,aya
綟,moji
綠,midori
綢,matou
綣,maku
綦,ayaginu
綧,midareru
綫,suji
綬,himo
維,tsuna tsunagu kore
綮,hatajirushi musubime
綯,nau yoru nawa
綰,waganeru takuru
綱,tsuna
網,ami
綳,tabaneru
綴,tsuzuru tojiru tsuzuri
綵,ayaginu
綶,matou
綸,ito
綹,ito
綺,aya
綻,hokorobiru
綽,yuruyaka shinayaka
綾,aya
綿,wata tsuranaru
緂,azayaka
緃,iroginu
緄,obi
緆,hosonuno
緇,kuro
緊,chijimu kibishii
緋,aka
緌,kanmurinohimo
緍,tsuriito zenisashi
緎,nuikagiri
総,fusa suberu subete
緑,midori
緒,o itoguchi
緕,kasuri
緖,o itoguchi
緗,asagi
緘,tojiru
緙,nuu
線,suji
緜,tsuranaru tsuraneru matou
緝,tsumugu
緞,donsu
締,shimaru musubu shimeru
緡,tsuriito nawa
緣,fuchi heri yoru
緤,kizuna
緥,mutsuki
緦,nuno
編,amu tojiito fumi
緩,yurui yuruyaka yurumu
緫,subite
緬,hosoito haruka karui
緭,kinu uchihimo himo
緯,yokoito
緱,tsuka
緲,kasuka
練,neru neriginu
緵,ito
緶,toru
緹,akaginu
緻,komakai
緼,hurui
縀,kutsu
縁,fuchi heri yoru
縂,fusa suberu subete
縄,nawa
縅,odoshi odosu
縈,meguru
縉,sashihasamu
縊,kubiru kubireru
縋,sugaru
縐,chijimi
縑,kinu
縒,yoru yori
縕,hurui
縛,shibaru
縜,hosohimo
縝,asaito
縞,shiroginu shima
縟,shigeshi
縠,mojiri chirinun
縡,koto
縢,karageru mukabaki kana
縣,kakeru kakaru agata
縦,tate hanatsu yurusu
縧,sanada
縨,horo tobari
縫,nuu nuime
縬,chijimu chijimiaya kinunoaya
縭,kagiru
縮,chijimu chijimaru naoi
縯,nagai
縱,tate
縲,shibaru kasaneru shikirini
縳,shiroginu
縴,wata
縵,yuruyaka tsurebiki
縶,tsunagu
縷,ito
縹,hanadairo
縺,motsureru motsure
縻,kizuna
總,fusa suberu subete
績,tsumugu isao
縿,hataashi
繁,shigeshi shigeru
繃,tsukane maku
繄,hokobakuro
繅,kuru
繆,tsukaneru kukuru matou
繇,shitagau
繈,zenisashi mutsuki
繊,hosoi chiisai shinayaka
繋,tsunagu kakeru
繍,nuitori
繎,motsureru itonomotsure kurenai
繒,kinu
織,oru
繕,tsukurou
繖,kasa kinugasa
繘,tsurubinawa
繙,himotoku
繚,meguru matou
繝,aya nishikimoyou
繞,matou meguru
繟,yurui
繡,nuitori
繢,oriamari
繤,atsumeru
繥,warafu tanoshimu
繦,zenisashi mutsuki
繩,nawa tadasu
繪,shishuumoyo egaku
繫,tsunagu kakeru
繭,mayu
繮,tazuna
繯,karamu
繰,kuru
繳,kaesu
繸,himo
繹,nuku tazuneru
繻,usuginu
繼,tsugu
繾,teatsui
纁,usuiakairo
纂,atsumeru
纃,kasuri
纆,nawa
纇,hushiito
纈,shibori
纉,tsugu tsuzukeru
纊,nume
續,tsuzuku tsugu
纍,tsuzuru
纎,hosoi chiisai shinayaka
纏,matou matoi
纐,kou
纑,nunoito
纒,matou kukuru nawa
纓,kazarihimo munagai matou
纔,wazuka
纕,udemakurisuru
纖,hosoi chiisai shinayaka
纘,tsugu
纚,kamizutsumi tsuzuku
纛,hataboko
纜,tomozuna
纝,matofu karameru kuronawa
纞,tsuzuku
纮,oozuna himo
纻,ichibi
绹,nau yoru nawa
缐,suji
缶,hotogi
缷,orosu oroshi
缸,kame motai
缺,kakeru
缼,kaakeru kaaku
缾,bin
缿,zenigame
罄,munashii
罅,hibi suki
罇,kame
罌,motai
罍,sakadaru
罎,bin
罏,sakadaru
罐,kan hotogi
网,ami
罒,yonkashira yokome
罓,yonkashira yokome
罔,ami shiiru nai
罕,mare
罘,usagiami kasaneru
罛,uoami
罜,ami
罝,ami
罟,ami
罠,ami wana
罣,kakeru
罤,isagiami ani
罥,kakeru
罦,ami
罧,fushizuke
罨,ami
罩,komeru
罪,tsumi tsumisuru
罫,kei
置,oku
罰,tsumi togame shioki
署,yakuwari shirusu
罵,nonoshiru
罶,yana ue uke
罷,yameru tsukareru makaru
罸,togameru tsumisuru togame
罹,kakaru
罽,uoami
罿,musouami
羀,yana ue uke
羂,wana
羃,ooi tarenuno kabuseru
羅,ami tsuraneru usumono
羆,higuma
羇,omogai tazuna tsunagu
羈,omogai tazuna tabi
羊,hitsuji
羌,ebisu au
美,utsukushii yoi homeru
羏,yoi uruwashii
羐,michibiku izanau susumeru
羑,michibiku
羔,kohitsuji
羖,hitsuji
羗,ebisu
羘,ohitsuji
羚,kamoshika
羜,kohitsuji
羝,ohitsuji
羞,susumeru hajiru
羡,urayamu amari
羣,muragaru mureru
群,muragaru mureru
羨,urayamu amari
義,yoi yoshitosuru yoku
羪,yashinau
羮,atsumono
羲,iki
羴,namagusai
羶,namagusai
羸,tsukareru yowai
羹,atsumono
羼,majiriau
羽,ha hane
翀,tobiagaru
翁,okina
翅,tsubasa tada
翆,kawasemi midori
翈,hane
翊,ake tasukeru
翌,tobu akuruhi
翎,hane
習,narau narai
翔,kakeru
翕,au
翛,hayai
翟,kiji
翠,kawasemi midori
翡,kawasemi
翣,hitsugikazari
翥,agaru
翦,kiru
翨,arai
翩,hirugaeru
翫,moteasobu
翬,tobu
翮,hanenomoto
翯,tsuyagaaru
翰,yamadori hane fude
翲,tobu
翳,kinugasa kazasu kageru
翹,tsumadateru ageru
翺,kakeru
翻,hirugaeru toru hirugaesu
翼,tsubasa tasukeru
翽,habataki
翾,tobu
翿,hataboko
耀,kagayaku
老,oiru fukeru oi
考,kangaeru kangae
耄,oiboreru
者,mono
耆,oiru
耇,oiru
耈,oiru
耉,oiru
耋,toshori
而,shikoushite shikashite shikaredomo
耍,subayai
耎,yowai
耏,hoohige
耐,taeru
耑,hashi
耒,suki
耓,sukinoha
耔,tsuchikau
耕,tagayasu
耖,tagayasu
耗,heru
耘,kusagiru
耜,suki
耝,suki
耞,karazao
耟,sukinoha
耠,tagayasu
耡,suku
耤,kariru
耨,kuwa kusagiru
耰,narasu
耳,mimi nomi
耵,mimikuso
耶,ya ka
耹,oto
耺,miminari
耻,hajiru
耼,tan ban man
耽,fukeru
耾,sasayaku
耿,hikari
聆,kiku
聊,isasaka
聒,kamabisushi
聖,hijiri
聘,tou mesu
聚,atsumaru
聞,kiku kikoeru kikoe
聟,muko
聠,tojiru
聡,satoi
聢,shikato
聤,mimidare
聦,satoi
