"Character","Reading"
"貌","mào"
"貓","māo"
"貝","bèi"
"負","fù,fu"
"財","cái"
"貢","gòng"
"貧","pín"
"貨","huò"
"販","fàn"
"貪","tān"
"貫","guàn"
"責","zé"
"貴","guì"
"買","mǎi"
"費","fèi"
"貼","tiē"
"貿","mào"
"賀","hè"
"資","zī"
"賊","zéi"
"賓","bīn"
"賞","shǎng"
"賠","péi"
"賣","mài,mai"
"賤","jiàn"
"質","zhì"
"賭","dǔ"
"賴","lài"
"賺","zhuàn"
"購","goù"
"賽","sài"
"贊","zàn"
"贝","bèi"
"负","fù,fu"
"贡","gòng"
"财","cái"
"责","zé"
"败","bài"
"货","huò"
"质","zhì"
"贩","fàn"
"贪","tān"
"贫","pín"
"购","goù"
"贯","guàn"
"贱","jiàn"
"贴","tiē"
"贵","guì"
"贸","mào"
"费","fèi"
"贺","hè"
"贼","zéi"
"资","zī"
"赌","dǔ"
"赏","shǎng"
"赔","péi"
"赖","lài"
"赚","zhuàn"
"赛","sài"
"赞","zàn"
"赤","chì"
"走","zoǔ"
"赴","fù"
"赶","gǎn"
"起","qǐ"
"趁","chèn"
"超","chāo"
"越","yuè"
"趋","qū"
"趕","gǎn"
"趟","tàng"
"趣","qù"
"趨","qū"
"足","zú"
"趴","pā"
"跃","yuè"
"跌","diē"
"跑","pǎo"
"跛","bǒ"
"距","jù"
"跟","gēn"
"跡","jī"
"跨","kuà"
"跪","guì"
"路","lù"
"跳","tiào"
"践","jiàn"
"跺","duò"
"踌","choú"
"踏","tà,tā"
"踐","jiàn"
"踢","tī"
"踩","cǎi"
"踪","zōng"
"踮","diǎn"
"踱","duó"
"蹄","tí"
"蹈","dǎo"
"蹋","tà"
"蹤","zōng"
"蹦","bèng"
"蹬","dēng"
"蹭","cèng"
"蹲","dūn"
"躁","zào"
"躇","chú"
"躊","choú"
"躍","yuè"
"身","shēn"
"躬","gōng"
"躯","qū"
"躲","duǒ"
"躺","tǎng"
"軀","qū"
"車","chē"
"軋","yà"
"軌","guǐ"
"軍","jūn"
"軟","ruǎn"
"軸","zhoú"
"較","jiào"
"載","zài,zǎi"
"輔","fǔ"
"輕","qīng"
"輛","liàng"
"輝","huī"
"輩","bèi"
"輪","lún"
"輯","ji,jí"
"輸","shū"
"輻","fú"
"輿","yú"
"轉","zhuǎn,zhuàn"
"轎","jiào"
"轟","hōng"
"车","chē"
"轧","yà"
"轨","guǐ"
"转","zhuǎn,zhuàn"
"轮","lún"
"软","ruǎn"
"轰","hōng"
"轴","zhoú"
"轻","qīng"
"载","zài,zǎi"
"轿","jiào"
"较","jiào"
"辅","fǔ"
"辆","liàng"
"辈","bèi"
"辉","huī"
"辐","fú"
"辑","ji,jí"
"输","shū"
"辛","xīn"
"辜","gū"
"辞","cí"
"辟","pì,bì"
"辣","là"
"辦","bàn"
"辨","biàn"
"辩","biàn"
"辫","biàn"
"辭","cí"
"辮","biàn"
"辯","biàn"
"辱","rǔ"
"農","nóng"
"边","biān,bian"
"辽","liáo"
"达","dá"
"迁","qiān"
"迅","xùn"
"过","guò,guo"
"迈","mài"
"迎","yíng"
"运","yùn"
"近","jìn"
"返","fǎn"
"还","hái,huán"
"这","zhè"
"进","jìn"
"远","yuǎn"
"违","wéi"
"连","lián"
"迟","chí"
"迫","pò"
"述","shù"
"迷","mí"
"迹","jī"
"追","zhuī"
"退","tuì"
"送","sòng"
"适","shì"
"逃","táo"
"选","xuǎn"
"逊","xùn"
"透","toù"
"逐","zhú"
"递","dì"
"途","tú"
"逗","doù"
"這","zhè"
"通","tōng,tòng"
"逛","guàng"
"逝","shì"
"速","sù"
"造","zào"
"逢","féng"
"連","lián"
"逮","dǎi,dài"
"進","jìn"
"逻","luó"
"逼","bī"
"遇","yù"
"運","yùn"
"遍","biàn"
"過","guò,guo"
"道","dào,dao"
"達","dá"
"違","wéi"
"遗","yí"
"遙","yáo"
"遜","xùn"
"遞","dì"
"遠","yuǎn"
"遣","qiǎn"
"遥","yáo"
"適","shì"
"遭","zāo"
"遮","zhē"
"遲","chí"
"遵","zūn"
"遷","qiān"
"選","xuǎn"
"遺","yí"
"遼","liáo"
"避","bì"
"邀","yāo"
"邁","mài"
"還","hái,huán"
"邊","biān,bian"
"邏","luó"
"那","nà"
"邦","bāng"
"邮","yoú"
"邻","lín"
"郁","yù"
"郊","jiāo"
"郑","zhèng"
"部","bù"
"郵","yoú"
"都","doū,dū"
"鄉","xiāng"
"鄙","bǐ"
"鄭","zhèng"
"鄰","lín"
"配","pèi"
"酒","jiǔ"
"酬","chou"
"酱","jiàng"
"酵","jiào"
"酶","méi"
"酷","kù"
"酸","suān"
"酿","niàng"
"醉","zuì"
"醋","cù"
"醒","xǐng"
"醫","yī"
"醬","jiàng"
"釀","niàng"
"采","cǎi"
"释","shì"
"釋","shì"
"里","lǐ,li"
"重","zhòng,chóng"
"野","yě"
"量","liàng,liang,liáng"
"金","jīn"
"釘","dīng"
"針","zhēn"
"釣","diào"
"鈔","chāo"
"鈣","gài"
"鈴","líng"
"鈷","gǔ"
"鈾","yoú"
"鉗","qián"
"鉛","qiān"
"鉤","goū"
"鉴","jiàn"
"銀","yín"
"銅","tóng"
"銜","xián"
"銳","ruì"
"銷","xiāo"
"鋁","l̈ǔ"
"鋅","xīn"
"鋒","fēng"
"鋤","chú"
"鋪","pù,pū,pu"
"鋸","jù"
"鋼","gāng"
"錄","lù"
"錘","chuí"
"錠","dìng"
"錢","qián,qian"
"錦","jǐn"
"錫","xī"
"錯","cuò"
"鍋","guō"
"鍍","dù"
"鍛","duàn"
"鍬","qiāo"
"鍵","jiàn"
"鎂","měi"
"鎖","suǒ"
"鎮","zhèn"
"鏈","liàn"
"鏟","chǎn"
"鏡","jìng"
"鏽","xiù"
"鐘","zhōng"
"鐮","lián"
"鐵","tiě"
"鐺","dang"
"鑄","zhù"
"鑒","jiàn"
"鑰","yào"
"鑲","xiāng"
"鑼","luó"
"鑽","zuān"
"鑿","záo"
"针","zhēn"
"钉","dīng"
"钓","diào"
"钙","gài"
"钞","chāo"
"钟","zhōng"
"钢","gāng"
"钥","yào"
"钦","qīn"
"钩","goū"
"钱","qián,qian"
"钳","qián"
"钴","gǔ"
"钻","zuān"
"铀","yoú"
"铁","tiě"
"铃","líng"
"铅","qiān"
"铛","dang"
"铜","tóng"
"铝","l̈ǔ"
"铲","chǎn"
"银","yín"
"铸","zhù"
"铺","pù,pū,pu"
"链","liàn"
"销","xiāo"
"锁","suǒ"
"锄","chú"
"锅","guō"
"锈","xiù"
"锋","fēng"
"锌","xīn"
"锐","ruì"
"错","cuò"
"锡","xī"
"锣","luó"
"锤","chuí"
"锦","jǐn"
"锭","dìng"
"键","jiàn"
"锯","jù"
"锹","qiāo"
"锻","duàn"
"镀","dù"
"镁","měi"
"镇","zhèn"
"镜","jìng"
"镰","lián"
"镶","xiāng"
"長","zhǎng,cháng"
"长","zhǎng,cháng"
"門","mén,men"
"閃","shǎn"
"閉","bì"
"開","kāi"
"閑","xián"
"間","jiān,jian,jiàn"
"閘","zhá"
"閥","fá"
"閨","guī"
"閱","yuè"
"闊","kuò"
"闖","chuǎng"
"關","guān"
"闡","chǎn"
"门","mén,men"
"闪","shǎn"
"闭","bì"
"问","wèn,wen"
"闯","chuǎng"
"闲","xián"
"间","jiān,jian,jiàn"
"闷","mèn,mēn"
"闸","zhá"
"闹","nào,nao"
"闺","guī"
"闻","wén"
"阀","fá"
"阅","yuè"
"阐","chǎn"
"阔","kuò"
"队","duì"
"防","fáng"
"阳","yáng"
"阴","yīn"
"阵","zhèn"
"阶","jiē"
"阻","zǔ"
"阿","ā"
"附","fù"
"际","jì"
"陆","lù"
"陈","chén"
"陋","loù"
"陌","mò"
"降","jiàng,xiáng"
"限","xiàn"
"陡","doǔ"
"院","yuàn"
"陣","zhèn"
"除","chú"
"险","xiǎn"
"陪","péi"
"陰","yīn"
"陳","chén"
"陵","líng"
"陶","táo"
"陷","xiàn"
"陸","lù"
"陽","yáng"
"隆","lóng,lōng"
"隊","duì"
"階","jiē"
"随","suí"
"隐","yǐn"
"隔","gé"
"隘","ài"
"隙","xì"
"際","jì"
"障","zhàng"
"隧","suì"
"隨","suí"
"險","xiǎn"
"隱","yǐn"
"隶","lì"
"隸","lì"
"难","nán,nan,nàn"
"雀","què"
"雄","xióng"
"集","jí"
"雇","gù"
"雌","cí"
"雕","diāo"
"雖","suī"
"雙","shuāng"
"雜","zá"
"雞","jī"
"離","lí"
"難","nán,nan,nàn"
"雨","yǔ"
"雪","xuě"
"零","líng"
"雷","léi"
"雹","báo"
"電","diàn"
"雾","wù"
"需","xū"
"震","zhèn"
"霉","méi"
"霎","shà"
"霜","shuāng"
"霞","xiá"
"霧","wù"
"露","lù"
"霸","bà"
"靈","líng,ling"
"青","qīng"
"静","jìng,jing"
"靜","jìng,jing"
"非","fēi"
"靠","kào"
"面","miàn,mian"
"革","gé"
"靴","xuē"
"鞋","xié"
"鞏","gǒng"
"鞠","jū"
"鞭","biān"
"韁","jiāng"
"韌","rèn"
"韧","rèn"
"音","yīn"
"響","xiǎng"
"頁","yè"
"頂","dǐng"
"頃","qǐng"
"項","xiàng"
"順","shùn"
"須","xū"
"頌","sòng"
"預","yù"
"頑","wán"
"頒","bān"
"頓","dùn"
"頗","pō"
"領","lǐng"
"頭","toú,tou"
"頰","jiá"
"頸","jǐng"
"頻","pín"
"顆","kē"
"題","tí"
"額","é"
"顏","yán"
"顛","diān"
"類","lèi"
"顧","gù"
"顫","chàn"
"顯","xiǎn"
"页","yè"
"顶","dǐng"
"顷","qǐng"
"项","xiàng"
"顺","shùn"
"须","xū"
"顽","wán"
"顾","gù"
"顿","dùn"
"颁","bān"
"颂","sòng"
"预","yù"
"领","lǐng"
"颇","pō"
"颈","jǐng"
"颊","jiá"
"频","pín"
"颖","yǐng"
"颗","kē"
"题","tí"
"颜","yán"
"额","é"
"颠","diān"
"颤","chàn"
"風","fēng"
"飄","piāo"
"风","fēng"
"飘","piāo"
"飛","fēi"
"飞","fēi"
"食","shí,shi"
"飢","jī"
"飯","fàn"
"飲","yǐn"
"飼","sì"
"飽","bǎo"
"飾","shì"
"餃","jiǎo"
"餅","bǐng,bing"
"養","yǎng"
"餐","cān"
"餓","è"
"餡","xiàn"
"館","guǎn"
"饅","mán"
"饒","ráo"
"饞","chán"
"饥","jī"
"饭","fàn"
"饮","yǐn"
"饰","shì"
"饱","bǎo"
"饲","sì"
"饶","ráo"
"饺","jiǎo"
"饼","bǐng,bing"
"饿","è"
"馅","xiàn"
"馆","guǎn"
"馋","chán"
"馒","mán"
"首","shoǔ"
"香","xiāng"
"馬","mǎ"
"馱","tuó"
"馳","chí"
"駁","bó"
"駐","zhù"
"駒","jū"
"駕","jià"
"駛","shǐ"
"駝","tuo,tuó"
"駱","luò"
"騎","qí"
"騙","piàn"
"騰","téng,teng"
"騾","luó"
"驅","qū"
"驕","jiāo"
"驗","yàn"
"驚","jīng"
"驟","zhoù"
"驢","l̈ú"
"马","mǎ"
"驮","tuó"
"驰","chí"
"驱","qū"
"驳","bó"
"驴","l̈ú"
"驶","shǐ"
"驹","jū"
"驻","zhù"
"驼","tuo,tuó"
"驾","jià"
"骂","mà"
"骄","jiāo"
"骆","luò"
"验","yàn"
"骑","qí"
"骗","piàn"
"骡","luó"
"骤","zhoù"
"骨","gǔ,gú"
"骼","gé"
"體","tǐ"
"高","gāo"
"髦","máo"
"鬧","nào,nao"
"鬼","guǐ"
"魂","hún"
"魄","pò"
"魔","mó"
"魚","yú"
"鮮","xiān,xian"
"鯉","lǐ"
"鯨","jīng"
"鱷","è"
"鱼","yú"
"鲜","xiān,xian"
"鲤","lǐ"
"鲸","jīng"
"鳄","è"
"鳥","niǎo"
"鳧","fú"
"鳳","fèng"
"鳴","míng"
"鴉","yā"
"鴨","yā"
"鴿","gē"
"鵑","juān"
"鵝","é"
"鵪","ān"
"鵲","que"
"鶉","chun"
"鷗","oū"
"鷹","yīng"
"鸝","lí"
"鸟","niǎo"
"鸡","jī"
"鸣","míng"
"鸥","oū"
"鸦","yā"
"鸭","yā"
"鸽","gē"
"鹂","lí"
"鹃","juān"
"鹅","é"
"鹊","que"
"鹌","ān"
"鹑","chun"
"鹰","yīng"
"鹼","jiǎn"
"鹽","yán"
"鹿","lù"
"麗","lì"
"麥","mài"
"麦","mài"
"麻","má,ma"
"麼","me"
"黃","huáng"
"黄","huáng"
"黎","lí"
"黏","nián"
"黑","hēi"
"默","mò"
"點","diǎn"
"黨","dǎng"
"黯","àn"
"黴","méi"
"鼓","gǔ"
"鼠","shǔ"
"鼻","bí"
"齊","qí"
"齐","qí"
"齒","chǐ"
"齡","líng"
"齿","chǐ"
"龄","líng"
"龍","lóng"
"龐","páng"
"龙","lóng"
"龜","guī"
"龟","guī"
